state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-24,Micrograms/cubic meter (LC),No Events,24,100.0,Y,8.7125,10.4,15,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.7,8.7,0,36.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-25,Micrograms/cubic meter (LC),No Events,24,100.0,Y,8.366667,9.7,5,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,35.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-26,Micrograms/cubic meter (LC),No Events,24,100.0,Y,9.408333,13.3,20,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.4,9.4,0,39.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-27,Micrograms/cubic meter (LC),No Events,24,100.0,Y,12.145833,19.3,23,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.1,12.1,0,51.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-28,Micrograms/cubic meter (LC),No Events,24,100.0,Y,17.483333,25.3,8,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,17.4,17.4,0,62.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-29,Micrograms/cubic meter (LC),No Events,24,100.0,Y,21.6625,30.1,20,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.6,21.6,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-30,Micrograms/cubic meter (LC),No Events,23,96.0,Y,30.604348,36.7,14,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,30.6,30.6,0,90.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-12-31,Micrograms/cubic meter (LC),No Events,24,100.0,Y,21.404167,40.6,8,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0124,88101,4,40.73614,-73.82153,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-12-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,21.4,21.4,0,71.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,QUEENS COLLEGE 2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,081,0125,88101,1,40.739264,-73.817694,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,2022-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.4,4.4,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Queens College Near Road,"I-495, H Harding Expwy and 153rd St",New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-28
36,081,0125,88101,1,40.739264,-73.817694,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,2022-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.4,4.4,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Queens College Near Road,"I-495, H Harding Expwy and 153rd St",New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-28
36,081,0125,88101,1,40.739264,-73.817694,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,2022-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.4,4.4,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Queens College Near Road,"I-495, H Harding Expwy and 153rd St",New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-28
36,081,0125,88101,1,40.739264,-73.817694,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,2022-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.4,4.4,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Queens College Near Road,"I-495, H Harding Expwy and 153rd St",New York,Queens,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-28
