state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-11,Micrograms/cubic meter (LC),No Events,24,100.0,Y,9.120833,17.7,7,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.1,9.1,0,38.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-12,Micrograms/cubic meter (LC),No Events,24,100.0,Y,7.05,13.8,9,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-13,Micrograms/cubic meter (LC),No Events,24,100.0,Y,7.233333,10.2,12,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-14,Micrograms/cubic meter (LC),No Events,24,100.0,Y,5.6875,7.6,0,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.6,5.6,0,23.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-15,Micrograms/cubic meter (LC),No Events,24,100.0,Y,7.229167,11.6,23,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-16,Micrograms/cubic meter (LC),No Events,24,100.0,Y,11.675,19.0,8,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-17,Micrograms/cubic meter (LC),No Events,24,100.0,Y,7.895833,13.9,14,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-18,Micrograms/cubic meter (LC),No Events,24,100.0,Y,3.920833,7.2,0,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.9,3.9,0,16.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-19,Micrograms/cubic meter (LC),No Events,24,100.0,Y,6.308333,9.6,14,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2022-02-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2022-02-20,Micrograms/cubic meter (LC),No Events,24,100.0,Y,5.225,8.6,23,,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-01
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2022-02-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,22.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2022-02-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,22.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
36,005,0110,88101,4,40.816,-73.902,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2022-02-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.2,5.2,0,22.0,236,Teledyne T640 at 5.0 LPM - Broadband spectroscopy,IS 52,IS 52    681 KELLY ST,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2023-02-05
